Published Odometry - x: 0, y: 0, yaw: 0, Linear Velocity: 0, Angular Velocity: 0
Published Odometry - x: 176.648, y: -10.8022, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 176.848, y: -10.8085, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 177.047, y: -10.8247, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 177.247, y: -10.8309, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 177.446, y: -10.8472, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 177.646, y: -10.8534, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 177.846, y: -10.8696, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 178.045, y: -10.8759, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 178.245, y: -10.8921, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 178.445, y: -10.8983, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 178.644, y: -10.9146, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 178.844, y: -10.9208, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 179.043, y: -10.937, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 179.243, y: -10.9433, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 179.442, y: -10.9595, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 179.642, y: -10.9658, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 179.842, y: -10.982, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 180.042, y: -10.9882, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 180.241, y: -11.0045, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 180.441, y: -11.0107, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 180.64, y: -11.0269, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 180.84, y: -11.0332, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 181.039, y: -11.0494, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 181.239, y: -11.0556, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 181.439, y: -11.0719, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 181.639, y: -11.0781, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 181.838, y: -11.0943, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 182.038, y: -11.1006, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 182.237, y: -11.1168, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 182.437, y: -11.1231, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 182.636, y: -11.1393, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 182.836, y: -11.1455, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 183.036, y: -11.1618, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 183.236, y: -11.168, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 183.435, y: -11.1842, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 183.635, y: -11.1905, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 183.834, y: -11.2067, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 184.034, y: -11.2129, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 184.233, y: -11.2292, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 184.433, y: -11.2354, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 184.633, y: -11.2516, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 184.833, y: -11.2579, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 185.032, y: -11.2741, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 185.232, y: -11.2804, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 185.431, y: -11.2966, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 185.631, y: -11.3028, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 185.83, y: -11.3191, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 186.03, y: -11.3253, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 186.23, y: -11.3415, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 186.43, y: -11.3478, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 186.629, y: -11.364, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 186.829, y: -11.3703, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 187.028, y: -11.3865, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 187.228, y: -11.3927, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 187.427, y: -11.409, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 187.627, y: -11.4152, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 187.827, y: -11.4314, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 188.027, y: -11.4377, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 188.226, y: -11.4539, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 188.426, y: -11.4601, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 188.625, y: -11.4764, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 188.825, y: -11.4826, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 189.024, y: -11.4988, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 189.224, y: -11.5051, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 189.424, y: -11.5213, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 189.623, y: -11.5276, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 189.823, y: -11.5438, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 190.023, y: -11.55, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 190.222, y: -11.5663, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 190.422, y: -11.5725, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 190.621, y: -11.5887, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 190.821, y: -11.595, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 191.021, y: -11.6112, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 191.22, y: -11.6174, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 191.42, y: -11.6337, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 191.62, y: -11.6399, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 191.819, y: -11.6561, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 192.019, y: -11.6624, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 192.218, y: -11.6786, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 192.418, y: -11.6849, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 192.618, y: -11.7011, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 192.817, y: -11.7073, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 193.017, y: -11.7236, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 193.217, y: -11.7298, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 193.416, y: -11.746, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 193.616, y: -11.7523, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 193.815, y: -11.7685, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 194.015, y: -11.7747, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 194.214, y: -11.791, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 194.414, y: -11.7972, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 194.614, y: -11.8134, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 194.814, y: -11.8197, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 195.013, y: -11.8359, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 195.213, y: -11.8422, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 195.412, y: -11.8584, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 195.612, y: -11.8646, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 195.811, y: -11.8809, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 196.011, y: -11.8871, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 196.211, y: -11.9033, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 196.411, y: -11.9096, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 196.61, y: -11.9258, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 196.81, y: -11.932, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 197.009, y: -11.9483, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 197.209, y: -11.9545, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 197.408, y: -11.9707, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 197.608, y: -11.977, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 197.808, y: -11.9932, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 198.008, y: -11.9995, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 198.207, y: -12.0157, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 198.407, y: -12.0219, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 198.606, y: -12.0382, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 198.806, y: -12.0444, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 199.005, y: -12.0606, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 199.205, y: -12.0669, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 199.405, y: -12.0831, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 199.605, y: -12.0894, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 199.804, y: -12.1056, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 200.004, y: -12.1118, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 200.203, y: -12.128, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 200.403, y: -12.1343, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 200.602, y: -12.1505, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 200.802, y: -12.1568, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 201.002, y: -12.173, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 201.202, y: -12.1792, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 201.401, y: -12.1955, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 201.601, y: -12.2017, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 201.8, y: -12.2179, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 202, y: -12.2242, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 202.199, y: -12.2404, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 202.399, y: -12.2467, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 202.599, y: -12.2629, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 202.798, y: -12.2691, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 202.998, y: -12.2854, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 203.198, y: -12.2916, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 203.397, y: -12.3078, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 203.597, y: -12.3141, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 203.796, y: -12.3303, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 203.996, y: -12.3365, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 204.196, y: -12.3528, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 204.395, y: -12.359, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 204.595, y: -12.3752, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 204.795, y: -12.3815, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 204.994, y: -12.3977, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 205.194, y: -12.404, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 205.393, y: -12.4202, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 205.593, y: -12.4264, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 205.793, y: -12.4427, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 205.992, y: -12.4489, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 206.192, y: -12.4651, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 206.392, y: -12.4714, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 206.591, y: -12.4876, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 206.791, y: -12.4938, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 206.99, y: -12.5101, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 207.19, y: -12.5163, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 207.39, y: -12.5325, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 207.589, y: -12.5388, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 207.789, y: -12.555, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 207.989, y: -12.5613, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 208.188, y: -12.5775, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 208.388, y: -12.5837, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 208.587, y: -12.6, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 208.787, y: -12.6062, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 208.986, y: -12.6224, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 209.186, y: -12.6287, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 209.386, y: -12.6449, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 209.586, y: -12.6511, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 209.785, y: -12.6674, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 209.985, y: -12.6736, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 210.184, y: -12.6898, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 210.384, y: -12.6961, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 210.583, y: -12.7123, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 210.783, y: -12.7186, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 210.983, y: -12.7348, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 211.183, y: -12.741, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 211.382, y: -12.7573, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 211.582, y: -12.7635, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 211.781, y: -12.7797, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 211.981, y: -12.786, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 212.18, y: -12.8022, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 212.38, y: -12.8084, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 212.58, y: -12.8247, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 212.78, y: -12.8309, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 212.979, y: -12.8471, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 213.179, y: -12.8534, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 213.378, y: -12.8696, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 213.578, y: -12.8759, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 213.777, y: -12.8921, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 213.977, y: -12.8983, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 214.177, y: -12.9146, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 214.377, y: -12.9208, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 214.576, y: -12.937, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 214.776, y: -12.9433, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 214.975, y: -12.9595, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 215.175, y: -12.9658, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 215.374, y: -12.982, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 215.574, y: -12.9882, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 215.774, y: -13.0045, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 215.974, y: -13.0107, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 216.173, y: -13.0269, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 216.373, y: -13.0332, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 216.572, y: -13.0494, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 216.772, y: -13.0556, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 216.971, y: -13.0719, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 217.171, y: -13.0781, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 217.371, y: -13.0943, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 217.57, y: -13.1006, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 217.77, y: -13.1168, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 217.97, y: -13.1231, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 218.169, y: -13.1393, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 218.369, y: -13.1455, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 218.568, y: -13.1618, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 218.768, y: -13.168, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 218.968, y: -13.1842, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 219.167, y: -13.1905, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 219.367, y: -13.2067, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 219.567, y: -13.2129, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 219.766, y: -13.2292, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 219.966, y: -13.2354, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 220.165, y: -13.2516, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 220.365, y: -13.2579, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 220.565, y: -13.2741, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 220.764, y: -13.2804, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 220.964, y: -13.2966, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 221.164, y: -13.3028, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 221.363, y: -13.3191, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 221.563, y: -13.3253, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 221.762, y: -13.3415, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 221.962, y: -13.3478, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 222.162, y: -13.364, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 222.361, y: -13.3702, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 222.561, y: -13.3865, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 222.761, y: -13.3927, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 222.96, y: -13.4089, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 223.16, y: -13.4152, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 223.359, y: -13.4314, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 223.559, y: -13.4377, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 223.758, y: -13.4539, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 223.958, y: -13.4601, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 224.158, y: -13.4764, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 224.358, y: -13.4826, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 224.557, y: -13.4988, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 224.757, y: -13.5051, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 224.956, y: -13.5213, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 225.156, y: -13.5275, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 225.355, y: -13.5438, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
